C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_27_986.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_27_986.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_27_986.jpg, 0, 0, 0, 7.799829E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_089.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_089.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_089.jpg, 0, 0, 0, 7.82826E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_191.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_191.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_191.jpg, 0, 0, 0, 7.991332E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_290.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_290.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_290.jpg, 0, 0, 0, 7.779986E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_392.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_392.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_392.jpg, 0, 0, 0, 7.788977E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_493.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_493.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_493.jpg, 0, 0, 0, 7.823821E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_597.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_597.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_597.jpg, 0, 0, 0, 7.825322E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_698.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_698.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_698.jpg, 0, 0, 0, 7.928084E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_806.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_806.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_806.jpg, 0, 0, 0, 8.101902E-05
C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\center_2019_04_06_16_55_28_912.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\left_2019_04_06_16_55_28_912.jpg, C:\Users\Hakeem\Desktop\finding-lanes\Data\IMG\right_2019_04_06_16_55_28_912.jpg, 0, 0, 0, 7.882501E-05
